future_opt	future	condition	is_impossible_choice	explanation_text	written_explanation	question_choice_order	selected_answer_position	future_choice	future_text	ts_is_same_dataset_start	ts_submitted_	study_id	study	is_correct	is_possible	id
static_ani	Watching the data points morph into different visualizations allowed me to really absorb and understand the value of each point.	stepthru	possible	more-masters-in-industry	NA	{'left-more-than-right':0,'mystery-work-on-left':1,'many-industry-on-right':2,'outliers-drive-up-masters':3,'non-grads-on-right':4,'more-masters-in-industry':5,'left-not-stat-sig':6,'none-of-the-above':7}	5	static_ani	Watching the data points morph into different visualizations allowed me to really absorb and understand the value of each point.	2020-09-10 12:36:22	2020-09-10 12:43:29	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	392
static_ani	The visualizations help to better understand the results.	stepthru	impossible	more-masters-in-industry	None	{'non-grads-on-right':0,'many-industry-on-right':1,'left-more-than-right':2,'outliers-drive-up-masters':3,'mystery-work-on-left':4,'more-masters-in-industry':5,'left-not-stat-sig':6,'none-of-the-above':7}	5	static_ani	The visualizations help to better understand the results.	2020-09-10 06:37:38	2020-09-10 06:43:39	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	393
just_static	The animations just make things look more confusing and perhaps too detailed	static	possible	mystery-work-on-left	The table on the left didn't include what category the masters or PhD is in.	{'many-industry-on-right':0,'more-masters-in-industry':1,'left-more-than-right':2,'outliers-drive-up-masters':3,'mystery-work-on-left':4,'left-not-stat-sig':5,'non-grads-on-right':6,'none-of-the-above':7}	4	just_static	The animations just make things look more confusing and perhaps too detailed	2020-09-10 12:37:00	2020-09-10 12:43:46	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	394
static_ani	I enjoyed seeing how the final chart came to be. I felt it was more informative as well. I was able to see the proportion of people with each degree as well as the relative number of each degree working in each industry.	stepthru	impossible	more-masters-in-industry	At first I was going to say none of the above explains the difference. Then, I came across two explanations above that could be possible. As I was shown the illustrations, I could not figure out why the charts were telling me two different things. I initially thought people with a master's degree made more than people with a PhD. However, when broken down by work setting, I saw this actually was not the case. I didn't understand, and I was hoping I was going to be told why. I am torn between the second and third options here: Most people with a master's degree work in industry or due to outlier, the master's point on the left chart can be higher than both the master's points on the right chart. It seems more people with a master's degree do work in industry, and the margin of error is very large on the left chart while nearly non-existent on the right chart., So, I can see how both of these options might explain the disparity. I am going with most people with a master's work in industry. There really aren't many outliers on either chart for people with master's degrees, except within academia. It seems the salaries hover around the same amounts. I also want to point out that you kept saying,	{'many-industry-on-right':0,'more-masters-in-industry':1,'outliers-drive-up-masters':2,'left-more-than-right':3,'left-not-stat-sig':4,'non-grads-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	1	static_ani	I enjoyed seeing how the final chart came to be. I felt it was more informative as well. I was able to see the proportion of people with each degree as well as the relative number of each degree working in each industry.	2020-09-10 11:21:43	2020-09-10 11:44:19	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	395
static_ani	Initially I prefer to see the static chart to see what the results are, and then the animation after so that way I can see how the result was obtained, it makes it easier to see how the data was organized.	stepthru	possible	more-masters-in-industry	None	{'more-masters-in-industry':0,'left-more-than-right':1,'outliers-drive-up-masters':2,'non-grads-on-right':3,'many-industry-on-right':4,'mystery-work-on-left':5,'left-not-stat-sig':6,'none-of-the-above':7}	0	static_ani	Initially I prefer to see the static chart to see what the results are, and then the animation after so that way I can see how the result was obtained, it makes it easier to see how the data was organized.	2020-09-10 11:33:17	2020-09-10 11:44:33	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	396
just_static	They are helpful just don't put too much emphasis on animation. More to the point is what I would rather see in a professional setting.	static	possible	none-of-the-above	Each field makes more due to  the availability of the jobs in that field in that industry. That's why one phd gets paid more in one than the other.	{'mystery-work-on-left':0,'many-industry-on-right':1,'left-more-than-right':2,'left-not-stat-sig':3,'outliers-drive-up-masters':4,'more-masters-in-industry':5,'non-grads-on-right':6,'none-of-the-above':7}	7	just_static	They are helpful just don't put too much emphasis on animation. More to the point is what I would rather see in a professional setting.	2020-09-10 12:34:35	2020-09-10 12:45:08	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	397
just_static	I feel static gives me the information that I need without trying to make it more confusing,adding animation would just make it hard for me to keep track of.	static	possible	mystery-work-on-left	I feel that you do not see academia or industry on the left you basically just see the salary who picked which degree but nothing about work placements	{'more-masters-in-industry':0,'outliers-drive-up-masters':1,'mystery-work-on-left':2,'many-industry-on-right':3,'non-grads-on-right':4,'left-more-than-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	2	just_static	I feel static gives me the information that I need without trying to make it more confusing,adding animation would just make it hard for me to keep track of.	2020-09-10 11:37:43	2020-09-10 11:45:38	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	398
static_ani	It helps me understand how raw data is converted into chart form.	stepthru	possible	more-masters-in-industry	None	{'left-more-than-right':0,'mystery-work-on-left':1,'outliers-drive-up-masters':2,'left-not-stat-sig':3,'many-industry-on-right':4,'non-grads-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	static_ani	It helps me understand how raw data is converted into chart form.	2020-09-10 12:42:34	2020-09-10 12:45:55	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	399
just_static	static charts are fixed chart, while animations are like drawings or sketch and at times can be move or change	static	impossible	mystery-work-on-left	none	{'many-industry-on-right':0,'outliers-drive-up-masters':1,'non-grads-on-right':2,'left-not-stat-sig':3,'more-masters-in-industry':4,'left-more-than-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	6	just_static	static charts are fixed chart, while animations are like drawings or sketch and at times can be move or change	2020-09-10 12:38:36	2020-09-10 12:47:46	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	400
static_ani	Animation is always helpful because is easier to visualized numbers and statistics.	stepthru	possible	more-masters-in-industry	I think the the difference from the 2 table is that the first table groups people just by degree and payment. But I think that payments for PhD's and masters fluctuate based on the field they work. So to me the right table is the right one because takes all the variables in consideration.	{'left-more-than-right':0,'left-not-stat-sig':1,'many-industry-on-right':2,'outliers-drive-up-masters':3,'more-masters-in-industry':4,'non-grads-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	4	static_ani	Animation is always helpful because is easier to visualized numbers and statistics.	2020-09-10 12:37:48	2020-09-10 12:46:48	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	401
just_static	I like to see all the data in front of me, immediately.	static	impossible	many-industry-on-right	None	{'non-grads-on-right':0,'more-masters-in-industry':1,'outliers-drive-up-masters':2,'many-industry-on-right':3,'mystery-work-on-left':4,'left-more-than-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	3	just_static	I like to see all the data in front of me, immediately.	2020-09-10 12:46:23	2020-09-10 12:47:51	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	402
static_ani	I believe it is a lot of information but it could be helpful.	static	possible	none-of-the-above	I believe the table on the left shows the median amount a person could make in both industry and academia compared to the right table.	{'mystery-work-on-left':0,'left-more-than-right':1,'many-industry-on-right':2,'outliers-drive-up-masters':3,'non-grads-on-right':4,'more-masters-in-industry':5,'left-not-stat-sig':6,'none-of-the-above':7}	7	static_ani	I believe it is a lot of information but it could be helpful.	2020-09-10 11:30:35	2020-09-10 11:48:53	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	403
static_ani	I prefer the animations added.  It gives a multi-dimensional view and helps to explain where the results are coming from.  It would save having to explain it to many people multiple times, assuming they pay attention and watch the animation.	stepthru	possible	more-masters-in-industry	None	{'mystery-work-on-left':0,'many-industry-on-right':1,'left-more-than-right':2,'outliers-drive-up-masters':3,'more-masters-in-industry':4,'left-not-stat-sig':5,'non-grads-on-right':6,'none-of-the-above':7}	4	static_ani	I prefer the animations added.  It gives a multi-dimensional view and helps to explain where the results are coming from.  It would save having to explain it to many people multiple times, assuming they pay attention and watch the animation.	2020-09-10 12:43:15	2020-09-10 12:49:57	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	404
static_ani	The animated charts do a better job showing what days goes into the outcome.	stepthru	impossible	more-masters-in-industry	None	{'left-more-than-right':0,'outliers-drive-up-masters':1,'more-masters-in-industry':2,'left-not-stat-sig':3,'non-grads-on-right':4,'mystery-work-on-left':5,'many-industry-on-right':6,'none-of-the-above':7}	2	static_ani	The animated charts do a better job showing what days goes into the outcome.	2020-09-10 09:46:07	2020-09-10 09:50:57	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	405
just_static	They are helpful, but I personally would not bother with them because the static tables are pretty straightforward.	static	impossible	more-masters-in-industry	None	{'left-not-stat-sig':0,'outliers-drive-up-masters':1,'mystery-work-on-left':2,'left-more-than-right':3,'many-industry-on-right':4,'non-grads-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	just_static	They are helpful, but I personally would not bother with them because the static tables are pretty straightforward.	2020-09-10 11:46:15	2020-09-10 11:51:24	simpsons_multiple_choice_tibble	tibble	TRUE	FALSE	406
just_static	Since the information is the same, I think it's easier to just see static tables, especially if you are pressed for time and don't want to wait for the animations.	stepthru	possible	more-masters-in-industry	I think that industry pays better than academia, so it's likely that the salaries reported based on industry are higher, thus changing the data.	{'mystery-work-on-left':0,'left-not-stat-sig':1,'left-more-than-right':2,'more-masters-in-industry':3,'many-industry-on-right':4,'outliers-drive-up-masters':5,'non-grads-on-right':6,'none-of-the-above':7}	3	just_static	Since the information is the same, I think it's easier to just see static tables, especially if you are pressed for time and don't want to wait for the animations.	2020-09-10 11:37:28	2020-09-10 11:52:09	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	407
static_ani	I enjoy the animations. It makes the data easier to understand. It's easier to see groups within groups of data.	stepthru	possible	more-masters-in-industry	The salary difference between those who have a masters in academia vs a masters in industry seems less - compared to the salary difference of those who have a PhD working in academia vs a PhD in industry. So when the mean (average) is looked at, those with a masters seem to have higher wages. But due to the general specificity and high skill of a PhD, they often times make more money than those with just a masters. Hope this made sense!	{'left-more-than-right':0,'more-masters-in-industry':1,'non-grads-on-right':2,'mystery-work-on-left':3,'left-not-stat-sig':4,'many-industry-on-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	1	static_ani	I enjoy the animations. It makes the data easier to understand. It's easier to see groups within groups of data.	2020-09-10 11:40:55	2020-09-10 11:52:53	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	408
just_static	The tables make no sense to me.	static	impossible	non-grads-on-right	None	{'left-not-stat-sig':0,'non-grads-on-right':1,'more-masters-in-industry':2,'mystery-work-on-left':3,'many-industry-on-right':4,'left-more-than-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	1	just_static	The tables make no sense to me.	2020-09-10 09:49:16	2020-09-10 09:52:55	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	409
static_ani	The animation highlight where the apparent disparity lies.   It makes it easier to see why the chart is showing what it does	static	possible	more-masters-in-industry	None	{'non-grads-on-right':0,'more-masters-in-industry':1,'left-more-than-right':2,'outliers-drive-up-masters':3,'mystery-work-on-left':4,'many-industry-on-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	1	static_ani	The animation highlight where the apparent disparity lies.   It makes it easier to see why the chart is showing what it does	2020-09-10 09:49:14	2020-09-10 09:53:19	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	410
static_ani	It helps visualize why the data may be skewed to a different conclusion.	static	possible	more-masters-in-industry	None	{'left-not-stat-sig':0,'more-masters-in-industry':1,'non-grads-on-right':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'many-industry-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	1	static_ani	It helps visualize why the data may be skewed to a different conclusion.	2020-09-10 11:48:55	2020-09-10 11:53:44	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	411
static_ani	i prefer animated charts. here i can get the data collection steps to understand the chart better.	static	impossible	outliers-drive-up-masters	the salary is defined as  average of 100 participants. Salary provided here may depend on % of participants with master degree would be more. so the left chart shows higher for master degree	{'left-not-stat-sig':0,'non-grads-on-right':1,'more-masters-in-industry':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'many-industry-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	4	static_ani	i prefer animated charts. here i can get the data collection steps to understand the chart better.	2020-09-10 09:43:20	2020-09-10 09:54:13	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	412
just_static	I'm not fond of the way they compress and become unreadable.	stepthru	possible	more-masters-in-industry	None	{'more-masters-in-industry':0,'many-industry-on-right':1,'non-grads-on-right':2,'mystery-work-on-left':3,'left-not-stat-sig':4,'left-more-than-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	0	just_static	I'm not fond of the way they compress and become unreadable.	2020-09-10 11:48:04	2020-09-10 11:54:25	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	413
static_ani	It's much easier to tell with the animation.  It helps it make perfect sense.	static	impossible	more-masters-in-industry	Academics with PhDs may have that PhD in a study that is not very lucrative.	{'many-industry-on-right':0,'left-not-stat-sig':1,'more-masters-in-industry':2,'left-more-than-right':3,'mystery-work-on-left':4,'non-grads-on-right':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	2	static_ani	It's much easier to tell with the animation.  It helps it make perfect sense.	2020-09-10 11:50:00	2020-09-10 11:55:03	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	414
just_static	I prefer the static tables because I can review the information at my own pace and not speed through the animation.	stepthru	possible	more-masters-in-industry	I do not have any additional comments because the explanation that I chose is correct. There are more people with Masters degrees in Industry than in academia. This would weight the higher pay heavier in the left table.	{'mystery-work-on-left':0,'non-grads-on-right':1,'more-masters-in-industry':2,'outliers-drive-up-masters':3,'left-more-than-right':4,'left-not-stat-sig':5,'many-industry-on-right':6,'none-of-the-above':7}	2	just_static	I prefer the static tables because I can review the information at my own pace and not speed through the animation.	2020-09-10 11:44:55	2020-09-10 11:55:18	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	415
static_ani	I think it is easier to understand and see the difference.	stepthru	possible	more-masters-in-industry	None	{'left-not-stat-sig':0,'many-industry-on-right':1,'non-grads-on-right':2,'outliers-drive-up-masters':3,'left-more-than-right':4,'mystery-work-on-left':5,'more-masters-in-industry':6,'none-of-the-above':7}	6	static_ani	I think it is easier to understand and see the difference.	2020-09-10 12:46:29	2020-09-10 12:55:21	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	416
just_static	The animations just add to confusion when comparing them. It is easier to interpret when they are static side by side.	stepthru	possible	more-masters-in-industry	None	{'left-not-stat-sig':0,'outliers-drive-up-masters':1,'mystery-work-on-left':2,'more-masters-in-industry':3,'left-more-than-right':4,'non-grads-on-right':5,'many-industry-on-right':6,'none-of-the-above':7}	3	just_static	The animations just add to confusion when comparing them. It is easier to interpret when they are static side by side.	2020-09-10 12:50:00	2020-09-10 12:55:58	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	417
just_static	The animations moved too fast and did not provide enough time to assess the data. I had to wait for the animation to go through its changes several times before I could fully evaluate what I was looking at.  I did not like the animations.  I did appreciate the color coding.	stepthru	possible	none-of-the-above	The data in work settings shows the largest group out of the 100 respondents hold a master's degree and work in industry. This is indicated in the data on the left but is left out in the data on the right. When you group all master's degrees together the people working in academia will lower the overall data.  When you factor in the work setting this shows the discrepancy in the data and shows people in industry with a master's degree earn more than academia.	{'outliers-drive-up-masters':0,'left-more-than-right':1,'left-not-stat-sig':2,'many-industry-on-right':3,'mystery-work-on-left':4,'non-grads-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	7	just_static	The animations moved too fast and did not provide enough time to assess the data. I had to wait for the animation to go through its changes several times before I could fully evaluate what I was looking at.  I did not like the animations.  I did appreciate the color coding.	2020-09-10 12:43:17	2020-09-10 12:57:20	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	418
just_static	I think the animations have potential, but in their current state they are confusing. I would rather have the number of people in each category instead.	static	possible	more-masters-in-industry	I think this choice makes the most sense, but I do not know the if a lot more of the master's work in industry for sure.	{'mystery-work-on-left':0,'non-grads-on-right':1,'left-not-stat-sig':2,'outliers-drive-up-masters':3,'left-more-than-right':4,'more-masters-in-industry':5,'many-industry-on-right':6,'none-of-the-above':7}	5	just_static	I think the animations have potential, but in their current state they are confusing. I would rather have the number of people in each category instead.	2020-09-10 09:48:10	2020-09-10 09:58:44	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	419
static_ani	they are kind of small and hard to see	static	possible	mystery-work-on-left	None	{'left-not-stat-sig':0,'left-more-than-right':1,'more-masters-in-industry':2,'many-industry-on-right':3,'non-grads-on-right':4,'mystery-work-on-left':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	5	static_ani	they are kind of small and hard to see	2020-09-10 09:54:15	2020-09-10 10:00:02	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	420
just_static	It's hard to pay attention to the info on the charts like that. The animation for simple numbers is very distracting.	static	possible	more-masters-in-industry	I don't see too many people with PhDs in industry jobs, so that's why I chose the second option.	{'left-not-stat-sig':0,'more-masters-in-industry':1,'mystery-work-on-left':2,'outliers-drive-up-masters':3,'many-industry-on-right':4,'left-more-than-right':5,'non-grads-on-right':6,'none-of-the-above':7}	1	just_static	It's hard to pay attention to the info on the charts like that. The animation for simple numbers is very distracting.	2020-09-10 12:49:49	2020-09-10 13:01:01	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	421
static_ani	I prefer the animations because I am a very visual based person when it comes to understanding data. The animations make the concept easier to grasp.	static	impossible	none-of-the-above	The margins of error overlap and the true averages must lie somewhere in that overlap. The PHD average must be at the very top and the Masters average must be at the very bottom.	{'many-industry-on-right':0,'more-masters-in-industry':1,'left-more-than-right':2,'left-not-stat-sig':3,'outliers-drive-up-masters':4,'non-grads-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	7	static_ani	I prefer the animations because I am a very visual based person when it comes to understanding data. The animations make the concept easier to grasp.	2020-09-10 12:56:59	2020-09-10 13:01:49	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	422
just_static	I prefer a static chart because I find it easier to read.  The animated chart is too busy and makes it hard to focus on the actual information.	stepthru	impossible	more-masters-in-industry	I believe the difference in charts is due to the fact that regardless of your degree, people who work in industry earn more money than those in academia.  Although now that I'm thinking about it, I'm not certain that I'm right.  I want to figure this out but am struggling.  I'm sorry.	{'outliers-drive-up-masters':0,'left-not-stat-sig':1,'many-industry-on-right':2,'left-more-than-right':3,'non-grads-on-right':4,'more-masters-in-industry':5,'mystery-work-on-left':6,'none-of-the-above':7}	5	just_static	I prefer a static chart because I find it easier to read.  The animated chart is too busy and makes it hard to focus on the actual information.	2020-09-10 12:54:57	2020-09-10 13:01:24	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	423
just_static	MASTER DEGREES WORKER HAVE GOOD SPOTS	static	impossible	more-masters-in-industry	GOOD	{'outliers-drive-up-masters':0,'many-industry-on-right':1,'left-more-than-right':2,'left-not-stat-sig':3,'more-masters-in-industry':4,'non-grads-on-right':5,'mystery-work-on-left':6,'none-of-the-above':7}	4	just_static	MASTER DEGREES WORKER HAVE GOOD SPOTS	2020-09-10 09:59:24	2020-09-10 10:02:15	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	424
static_ani	The animations better denote the variation in the data.	static	possible	mystery-work-on-left	None	{'left-not-stat-sig':0,'left-more-than-right':1,'non-grads-on-right':2,'mystery-work-on-left':3,'outliers-drive-up-masters':4,'many-industry-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	3	static_ani	The animations better denote the variation in the data.	2020-09-10 10:00:19	2020-09-10 10:04:04	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	425
static_ani	When there are animations showing data, it can definitely give clarification as long as it doesn't become convoluted.	static	impossible	mystery-work-on-left	Not sure why on the left chart you would not include the industry they have experience in when the description above it included that data set.	{'left-more-than-right':0,'more-masters-in-industry':1,'non-grads-on-right':2,'many-industry-on-right':3,'mystery-work-on-left':4,'outliers-drive-up-masters':5,'left-not-stat-sig':6,'none-of-the-above':7}	4	static_ani	When there are animations showing data, it can definitely give clarification as long as it doesn't become convoluted.	2020-09-10 12:48:37	2020-09-10 13:04:11	simpsons_multiple_choice_sanddance	sanddance	FALSE	FALSE	426
static_ani	The animations were helpful, they served similar to figure captions in research literature.	stepthru	possible	more-masters-in-industry	None	{'more-masters-in-industry':0,'left-more-than-right':1,'mystery-work-on-left':2,'many-industry-on-right':3,'non-grads-on-right':4,'left-not-stat-sig':5,'outliers-drive-up-masters':6,'none-of-the-above':7}	0	static_ani	The animations were helpful, they served similar to figure captions in research literature.	2020-09-10 09:57:35	2020-09-10 10:04:25	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	427
static_ani	Static charts are easier to read, but when the data is vague/misleading, additional information such as the animations are important to avoid drawing inaccurate conclusions.	static	impossible	more-masters-in-industry	None	{'many-industry-on-right':0,'mystery-work-on-left':1,'more-masters-in-industry':2,'left-not-stat-sig':3,'outliers-drive-up-masters':4,'left-more-than-right':5,'non-grads-on-right':6,'none-of-the-above':7}	2	static_ani	Static charts are easier to read, but when the data is vague/misleading, additional information such as the animations are important to avoid drawing inaccurate conclusions.	2020-09-10 12:55:24	2020-09-10 13:04:44	simpsons_multiple_choice_sanddance	sanddance	TRUE	FALSE	428
just_static	We don't live in Harry Potter, printed charts will not be animated. I guess online you could have the animations but they are maddeningly unhelpful and don't explain where the missing dots go still in the right graph. Same problem still. The animations are poor.	static	possible	mystery-work-on-left	Assuming both are true and the choice I picked above rings true, then more people with masters degrees make higher salaries because they don't actually work in the academia or industry fields. Where do they work then and why wasn't that a category to explain the results in the right graph?	{'mystery-work-on-left':0,'non-grads-on-right':1,'left-not-stat-sig':2,'outliers-drive-up-masters':3,'many-industry-on-right':4,'left-more-than-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	0	just_static	We don't live in Harry Potter, printed charts will not be animated. I guess online you could have the animations but they are maddeningly unhelpful and don't explain where the missing dots go still in the right graph. Same problem still. The animations are poor.	2020-09-10 10:00:10	2020-09-10 10:05:07	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	429
static_ani	I think the animations make it less confusing, the static tables on the previous page don't seem like they make any sense, so it's nice to have it broken down further in these animations.	static	impossible	none-of-the-above	I just can't see how it would be possible for the tables to make sense. Even if there are outliers, wouldn't the average of Master's degrees be higher on the right side? It doesn't make sense for PhD to be that much higher on the right yet be lower on the left.	{'outliers-drive-up-masters':0,'mystery-work-on-left':1,'non-grads-on-right':2,'more-masters-in-industry':3,'left-more-than-right':4,'many-industry-on-right':5,'left-not-stat-sig':6,'none-of-the-above':7}	7	static_ani	I think the animations make it less confusing, the static tables on the previous page don't seem like they make any sense, so it's nice to have it broken down further in these animations.	2020-09-10 12:59:13	2020-09-10 13:05:12	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	430
just_static	I found that trying to read the animated information was frustrating because throughout much of the animation the data cannot be read.  You have to wait for the animation to run its course before being able to read the actual conclusive data.  Then, when the data finally is readable, it disappears into animation again before you have time to read the info in its entirety and before you can absorb the meaning behind it.  Thus the animations are not helpful.	stepthru	possible	more-masters-in-industry	And conversely, in addition to my above choice being true, of the people surveyed who had PhDs, more worked in academia, thus driving down the average PhD salary.	{'more-masters-in-industry':0,'left-more-than-right':1,'left-not-stat-sig':2,'non-grads-on-right':3,'outliers-drive-up-masters':4,'mystery-work-on-left':5,'many-industry-on-right':6,'none-of-the-above':7}	0	just_static	I found that trying to read the animated information was frustrating because throughout much of the animation the data cannot be read.  You have to wait for the animation to run its course before being able to read the actual conclusive data.  Then, when the data finally is readable, it disappears into animation again before you have time to read the info in its entirety and before you can absorb the meaning behind it.  Thus the animations are not helpful.	2020-09-10 09:34:38	2020-09-10 10:05:39	simpsons_multiple_choice_tibble	tibble	TRUE	TRUE	431
just_static	Simpler to understand and interpret.	stepthru	possible	none-of-the-above	PHD pay more than Masters. Work pays more than no work experience.	{'left-more-than-right':0,'left-not-stat-sig':1,'non-grads-on-right':2,'mystery-work-on-left':3,'many-industry-on-right':4,'outliers-drive-up-masters':5,'more-masters-in-industry':6,'none-of-the-above':7}	7	just_static	Simpler to understand and interpret.	2020-09-10 10:02:10	2020-09-10 10:06:13	simpsons_multiple_choice_sanddance	sanddance	FALSE	TRUE	432
static_ani	I love data, so I will always encourage additional clarity / transparency around data and visualizations.	static	possible	more-masters-in-industry	It's a matter of distribution. In the chart on the right it's possible that there was only one respondent with a masters in academia (and many with PhDs) and only one respondent with a PhD in industry (and many with masters). So when you average that distribution together you can get a graph like the one on the left.	{'left-not-stat-sig':0,'non-grads-on-right':1,'more-masters-in-industry':2,'outliers-drive-up-masters':3,'mystery-work-on-left':4,'left-more-than-right':5,'many-industry-on-right':6,'none-of-the-above':7}	2	static_ani	I love data, so I will always encourage additional clarity / transparency around data and visualizations.	2020-09-10 11:57:56	2020-09-10 12:05:30	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	433
just_static	To me they are more confusing then if you just show me the final work	stepthru	impossible	non-grads-on-right	no comments thanks for asking though ;)	{'outliers-drive-up-masters':0,'more-masters-in-industry':1,'mystery-work-on-left':2,'non-grads-on-right':3,'left-not-stat-sig':4,'many-industry-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	3	just_static	To me they are more confusing then if you just show me the final work	2020-09-10 13:03:10	2020-09-10 13:06:46	simpsons_multiple_choice_tibble	tibble	FALSE	FALSE	434
just_static	With the animations you have to wait for it to look back around to the one you are looking for if you are trying to scrutinize a certain portion of the data.	stepthru	possible	more-masters-in-industry	This was certainly an interesting example of how adding data points can change the overall picture presented so much.	{'more-masters-in-industry':0,'non-grads-on-right':1,'mystery-work-on-left':2,'left-not-stat-sig':3,'outliers-drive-up-masters':4,'many-industry-on-right':5,'left-more-than-right':6,'none-of-the-above':7}	0	just_static	With the animations you have to wait for it to look back around to the one you are looking for if you are trying to scrutinize a certain portion of the data.	2020-09-10 12:02:03	2020-09-10 12:06:58	simpsons_multiple_choice_sanddance	sanddance	TRUE	TRUE	435
just_static	I think the animations would be more helpful if I could control the speed of the animations.	stepthru	impossible	more-masters-in-industry	None	{'more-masters-in-industry':0,'left-not-stat-sig':1,'mystery-work-on-left':2,'left-more-than-right':3,'outliers-drive-up-masters':4,'non-grads-on-right':5,'many-industry-on-right':6,'none-of-the-above':7}	0	just_static	I think the animations would be more helpful if I could control the speed of the animations.	2020-09-10 13:00:07	2020-09-10 13:08:10	simpsons_multiple_choice_tibble	tibble	TRUE	FALSE	436
just_static	Static tables are static, don't have to wait until they replay.	stepthru	possible	many-industry-on-right	N/A	{'more-masters-in-industry':0,'outliers-drive-up-masters':1,'left-more-than-right':2,'mystery-work-on-left':3,'left-not-stat-sig':4,'non-grads-on-right':5,'many-industry-on-right':6,'none-of-the-above':7}	6	just_static	Static tables are static, don't have to wait until they replay.	2020-09-10 12:54:27	2020-09-10 13:08:54	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	437
static_ani	I'd like them to stay in place a bit longer before they go back to the beginning, but otherwise I find them helpful in visualizing the concept.	stepthru	possible	none-of-the-above	If I average the right side by adding the figures from masters-industry and masters-academia and dividing by 2, it makes the amount on the left seem unreal. But if I were to divide them by the number of people with a masters, I might come up with the amount on the left side. That's all I can think of but it's not listed above.	{'outliers-drive-up-masters':0,'non-grads-on-right':1,'left-more-than-right':2,'mystery-work-on-left':3,'left-not-stat-sig':4,'many-industry-on-right':5,'more-masters-in-industry':6,'none-of-the-above':7}	7	static_ani	I'd like them to stay in place a bit longer before they go back to the beginning, but otherwise I find them helpful in visualizing the concept.	2020-09-10 12:47:45	2020-09-10 13:09:00	simpsons_multiple_choice_tibble	tibble	FALSE	TRUE	438
